"ID_geno";"ID_modacourt";"Annee_plantation";"NoteGlobaleVITI_CR_2021";"NoteGlobaleVITI_CR_2022";"NoteGlobaleVITI_CR_2023";"NoteGlobaleVITI_2021_QT";"NoteGlobaleVITI_2022_QT";"NoteGlobaleVITI_2023_QT"
"RR036";"ResRhod";2019;-0,951775308356346;-1,24159335293568;-0,405531051329754;"2";"1";"2"
"RR037";"ResRhod";2019;1,54265440313519;-0,392640632979658;0,605098975940547;"5";"3";"4"
"RR038";"ResRhod";2019;0,212291890339705;0,96568371894997;1,61572900321085;"4";"5";"5"
"RR039";"ResRhod";2019;-0,619184680157474;1,13547426294117;-0,742407727086521;"2";"5";"2"
"RR040";"ResRhod";2019;0,378587204439141;-0,392640632979658;1,1104139895757;"4";"3";"5"
"RR041";"ResRhod";2019;1,37635908903576;-0,732221720962065;0,26822230018378;"5";"2";"4"
"RR042";"ResRhod";2019;-0,951775308356346;1,47505535092358;1,1104139895757;"2";"5";"5"
"RR043";"ResRhod";2019;-0,286594051958602;-0,562431176970862;-1,07928440284329;"3";"2";"1"
"RR044";"ResRhod";2019;-0,951775308356346;-0,392640632979658;-1,41616107860006;"2";"3";"1"
"RR045";"ResRhod";2019;1,54265440313519;0,116730998993952;0,605098975940547;"5";"3";"4"
"RR046";"ResRhod";2019;-0,286594051958602;-0,392640632979658;-0,237092713451371;"3";"3";"2"
"RR047";"ResRhod";2019;0,378587204439141;-0,902012264953269;-1,07928440284329;"4";"2";"1"
"RR048";"ResRhod";2019;1,37635908903576;0,456312086976359;0,436660638062163;"5";"4";"4"
"Floreal";"Floreal";2019;NA;NA;0,548952863314419;NA;NA;"4"
"Floreal";"Floreal";2021;NA;NA;0,0997839623053961;NA;NA;"3"
"Muscaris";"Muscaris";2021;NA;NA;1,67187511583697;NA;NA;"5"
"RH05";"ResHamb";2022;NA;NA;NA;NA;NA;NA
"RM01";"ResDie";2021;NA;NA;-1,58459941647844;NA;NA;"1"
"RM02";"ResDie";2021;NA;NA;1,27885232745408;NA;NA;"5"
"RM03";"ResDie";2021;NA;NA;-0,573969389208138;NA;NA;"2"
"RM04";"ResDie";2021;NA;NA;0,77353731381893;NA;NA;"4"
"RM05";"ResDie";2021;NA;NA;-0,405531051329754;NA;NA;"2"
"RM06";"ResDie";2021;NA;NA;1,1104139895757;NA;NA;"5"
"RM08";"ResDie";2021;NA;NA;0,26822230018378;NA;NA;"4"
"RM09";"ResDie";2021;NA;NA;-1,58459941647844;NA;NA;"1"
"RM10";"ResDie";2021;NA;NA;-0,0686543755729874;NA;NA;"3"
"RM11";"ResDie";2021;NA;NA;-1,75303775435682;NA;NA;"1"
